Name,Address,City,Zip,COUNTY,X,Y,USNG,OWNERSHIP,PARCELID,NAME_OTHER,DESCRIPTION,LINK,FAC_STATUS,UAID,ACODE,AUSE,AOWNERSHIP,LAT,LONG,COMMENT,FACILITY_TYPE,x,y
CORAL CREEK AIRPORT, ,PLACIDA,33946,CHARLOTTE,-82.25000667,26.8557479,17R LK 75816 71070,,422106100008,CORAL CREEK AIRPORT,11901 GASSPARILLA ROAD  PLACIDA FL 33946,,Active,FL000710,FA54,Private,Private,26.85450833,-82.25120555,,AIRPORT,-9156028.860645618,3105460.886581974
PAYSON RANCH AIRPORT, ,PUNTA GORDA,33982,CHARLOTTE,-81.56679916,26.93729855,17R MK 43733 79616,,412701100001,PAYSON RANCH AIRPORT,"EDWARDS, RONALD 660 BEACHLAND BLVD  VERO BEACH FL 32963",,Active,FL000725,6FL3,Private,Private,26.93728055,-81.56702222,,AIRPORT,-9079974.548349818,3115640.2128708544
J. R.S STOLPORT,N HOLYOAK TER,DUNNELLON,34433,CITRUS,-82.55534021,29.00402551,17R LN 48505 09428,,17E17S14      12400,J. R.S STOLPORT,"RIZZO, JOHN P.O. BOX 2171 DUNNELLON FL 34433",,Active,FL000320,66FD,Private,Private,29.00361111,-82.55527777,,AIRPORT,-9190018.434956405,3376158.4024802633
TWELVE OAKS AIRPORT,8091 N FAIRWIND LOOP,HERNANDO,34442,CITRUS,-82.36351004,28.97924617,17R LN 67160 06452,,19E17S25      3B000 0070,TWELVE OAKS AIRPORT,"GILBERT, BEN P.O. BOX 34  HOLDER FL 34445",,Active,FL000427,5FL7,Private,Private,28.98827777,-82.37294444,,AIRPORT,-9168663.997422159,3373004.802147421
POST OAK RANCH AIRPORT,7000 W SEVEN RIVERS DR,HOMOSASSA,34448,CITRUS,-82.55293492,28.8545291,17R LM 48522 92859,,17E19S02      11000,POST OAK RANCH AIRPORT,"GROSS, GEORGE 101 VALARE LANE  CRYSTAL RIVER FL 34429-4730",,Active,FL000321,1FA1,Private,Private,28.85611111,-82.55511111,,AIRPORT,-9189750.679209957,3357143.8458320736
SEVEN FEATHERS AIRPORT, , , ,CITRUS,-82.40457,29.00664111,17R LN 63196 09534,,,SEVEN FEATHERS AIRPORT,"FAUNCE, JOHN 1786 EAST WITHLACOOCHEE TRAIL  DUNNELLON FL 34434",,Active,FL001081,10FD,Private,Private,29.00664111,-82.40456999,,AIRPORT,-9173234.771416247,3376491.326612452
HALLERS AIRPARK,OFF US HWY 17 S,GREEN COVE SPRINGS,32043,CLAY,-81.68517679,29.9045513,17R MP 33852 08406,,10-07-26-015830-013-00,HALLERS AIRPARK,BERNARD (BUZZ) GLADE 1692 VILLAGE WAY ORANGE PARK FL 32073,,Active,FL000409,7FL4,Private,Private,29.90431944,-81.68512499,,AIRPORT,-9093152.285938002,3491286.6936873426
Williams Field Airport,OFF BLUEBERRY ST,MIDDLEBURG,32068,CLAY,-81.88533691,30.04344733,17R MP 14646 23929,,22-05-24-006417-008-00,Williams Field Airport,"WILLIAMS, KENT 4273 BLUEBERRY STREET  MIDDLEBURG FL 32068",,Active,FL000599,11FL,Private,Private,30.04370833,-81.88516666,,AIRPORT,-9115434.008475268,3509135.8154974496
SPENCERS AIRPARK,5543-1 CARTER SPENCER RD,MIDDLEBURG,32068,CLAY,-81.96695322,30.06412733,17R MP 06797 26285,,13-05-23-000560-000-00,SPENCERS AIRPARK,"SPENCER, PHILLIP 5543-1 CARTER SPENCER ROAD  MIDDLEBURG FL 32068",,Active,FL000598,FL13,Private,Private,30.06404166,-81.96759722,,AIRPORT,-9124519.494264761,3511795.479397262
CLAY COUNTY / REYNOLDS AIRPARK,LEONARD C TAYLOR PKY,GREEN COVE SPRINGS,32043,CLAY,-81.66092622,29.97246341,17R MP 36236 15917,,38-06-26-016453-000-00,CLAY COUNTY / REYNOLDS AIRPARK,"BROWN, JOHN P.O. BOX 477 1065 BULKHEAD ROAD GREEN COVE SPRINGS FL 32043",,Active,FL000408,FL60,Private,Private,29.97141666,-81.65727777,,AIRPORT,-9090452.724939788,3500010.7629370326
CAMP BLANDING AAF/NG,5629 STATE ROAD 16 W,STARKE,32091,CLAY,-81.97981728,29.95185698,17R MP 05450 13854,STATE,22-06-23-000721-000-00,CAMP BLANDING AAF/NG,OPERATIONS CENTER 904-823-0461 ARMY NATIONAL GUARD STARKE FL ,,Active,FL000282,2CB,Private,Military National Guard,29.96690833,-81.98315833,,AIRPORT,-9125951.515046347,3497363.006657119
CALUSA RANCH AIRPORT, ,OCHOPEE,34141,COLLIER,-81.06447495,26.05751464,17R MJ 93550 82054,,00997560006,CALUSA RANCH AIRPORT,"DRAKE, WAYNE 662 NOTTINGHAM FOREST CIRCLE  JACKSONVILLE FL 32259",,Active,FL000601,FL77,Private,Private,26.05453611,-81.06784722,,AIRPORT,-9024056.073009321,3006206.123113702
LITTLE DEER AIRPORT, ,OCHOPEE,34141,COLLIER,-81.04208612,26.03387396,17R MJ 95789 79435,,01000040001,LITTLE DEER AIRPORT,"MUNZ, PINKY 23600 SW 162ND AVENUE  HOMESTEAD FL 33031",,Active,FL000645,16FA,Private,Private,26.030925,-81.03868055,,AIRPORT,-9021563.759156294,3003276.983107424
WING SOUTH AIRPORT, ,NAPLES,34112,COLLIER,-81.70232917,26.11651082,17R MJ 29780 88776,,00425960000,WING SOUTH AIRPORT,"WING SOUTH, INC. 4130 SKYWAY DRIVE  NAPLES FL 34112",,Active,FL000615,FA37,Private,Private,26.11675833,-81.70314166,,AIRPORT,-9095061.6800786,3013518.4780543074
ROMOR RANCH AIRPORT, ,OCHOPEE,34141,COLLIER,-81.05792019,25.98011095,17R MJ 94202 73482,,01004120008,ROMOR RANCH AIRPORT,98610 OVERSEAS HWY.  KEY LARGO FL 33037,,Active,FL000646,FA74,Private,Private,25.98092777,-81.05673611,,AIRPORT,-9023326.400449371,2996617.8073377805
WELLBORN STOLPORT, ,LAKE CITY,32055,COLUMBIA,-82.77852658,30.24527446,17R LP 28874 47302,,11-3S-15-00150-002,WELLBORN STOLPORT,"SMITH, KENNETH 10512 NW LAKE JEFFERY ROAD  WELLBORN FL 32094",,Active,FL000807,7FL2,Private,Private,30.24566666,-82.77861111,,AIRPORT,-9214863.427954575,3535116.7102911095
BRADLEY AIRSTRIP, ,FORT WHITE,32038,COLUMBIA,-82.69316732,29.92613807,17R LP 36565 11805,,34-6S-16-04057-000,BRADLEY AIRSTRIP,"BRADLEY, JUANITA P.O. BOX 337  FORT WHITE FL 32038",,Active,FL000387,FD31,Private,Private,29.92591666,-82.69309722,,AIRPORT,-9205361.277590832,3494059.109990088
LAZY S FARMS AIRPORT, ,FORT WHITE,32038,COLUMBIA,-82.64122904,29.87591793,17R LP 41499 06167,,20-7S-17-10028-000,LAZY S FARMS AIRPORT,"POPIEL, ROBERT 698 SW RASBERRY COURT  FT. WHITE FL 32038",,Active,FL000433,7FL7,Private,Private,29.87598611,-82.63888888,,AIRPORT,-9199579.535230303,3487610.2006673417
ROSSI FIELD, ,LAKE CITY,32025,COLUMBIA,-82.56922392,30.14734373,17R LP 48866 36151,,13-4S-17-08337-000,ROSSI FIELD,"ROSSI DRIVE, LLC 3025 MIDDLESEX ROAD ORLANDO FL 32803",,Active,FL000941,FL50,Private,Private,30.14719444,-82.56888888,,AIRPORT,-9191563.961740237,3522503.601030393
LAKE CITY AIRPARK, ,LAKE CITY,32025,COLUMBIA,-82.60317618,30.04445823,17R LP 45436 24794,,22-5S-17-09322-025,LAKE CITY AIRPARK,P.O. BOX 1902  LAKE CITY FL 32056,,Active,FL000509,FL27,Private,Private,30.04384722,-82.60391666,,AIRPORT,-9195343.509794513,3509265.8149705264
CANNON CREEK AIRPORT, ,LAKE CITY,32024,COLUMBIA,-82.66720611,30.15652933,17R LP 39443 37303,,12-4S-16-02941-123,CANNON CREEK AIRPORT,"SESSIONS, RAYMOND 2409 SW SISTER'S WELCOME RD STE101  LAKE CITY FL 32025",,Active,FL000507,15FL,Private,Private,30.15573611,-82.66734722,,AIRPORT,-9202471.290005047,3523686.139197709
SUNNY BREEZE AIRPORT, , , ,DESOTO,-81.97055556,27.05555556,17R MK 03750 92959,,,SUNNY BREEZE AIRPORT,SUNNYBREEZE AIRPORT LLC 8355 SW LIVERPOOL DRIVE  ARCADIA FL 34269,,Active,FL000892,09FL,Private,Private,27.05555555,-81.97055555,,AIRPORT,-9124920.504563125,3130414.3978531645
LAKE SUZY ESTATES AIRPORT, ,ARCADIA,34269,DESOTO,-82.043701,27.04255652,17R LK 96484 91577,,31-39-23-0000-0207-0000,LAKE SUZY ESTATES AIRPORT,GERALD DOWNS 11970 SW KINGSWAY CIR LAKE SUZY FL 34269,,Active,FL000720,20FL,Private,Private,27.04255555,-82.04369999,,AIRPORT,-9133063.017957205,3128789.6303322506
CARLSTROM FIELD, ,ARCADIA,34266,DESOTO,-81.85422719,27.12321565,17R ML 15338 00370,,31-38-25-0000-0050-0000,CARLSTROM FIELD,"THOMPSON, HALDEN 7115 SE AIRFIELD AVENUE  ARCADIA FL 34266",,Active,FL000236,92FL,Private,Private,27.12060833,-81.84980555,,AIRPORT,-9111970.89052731,3138874.367845734
BRIGHT HOUR RANCH AIRPORT, , , ,DESOTO,-81.74972222,27.20027778,17R ML 25747 08840,,,BRIGHT HOUR RANCH AIRPORT,"BATEMAN, ROWDY 2100 SE BRIGHT HOUR GRADE  ARCADIA FL 34266",,Active,FL000232,,Private,Private,27.20027777,-81.74972222,,AIRPORT,-9100337.450233169,3148516.171099033
FRIERSON GROVE AIRPORT, ,ARCADIA,34266,DESOTO,-81.8808105,27.30384189,17R ML 12844 20396,,35-36-24-0000-0063-0000,FRIERSON GROVE AIRPORT,"SLATER, FRENNACE 2144 N. W. BROWNSVILLE ST & N.WJERRY TER.. ARCADIA FL 34265",,Active,FL000234,0FA1,Private,Private,27.30393333,-81.88036111,,AIRPORT,-9114930.130261542,3161484.335239972
MCDONALDS FIELD, ,ARCADIA,34266,DESOTO,-81.91232895,27.19877441,17R ML 09640 08780,,04-38-24-0000-0010-0000,MCDONALDS FIELD,"MCDONALD, RONALD 1529 SW CR 661 ARCADIA FL 34266",,Active,FL000235,8FL1,Private,Private,27.19699444,-81.91563888,,AIRPORT,-9118438.748317694,3148328.0095857787
HENNESSY AIRPORT, ,ARCADIA,34266,DESOTO,-81.84793733,27.05594846,17R MK 15911 92915,,30-39-25-0000-0100-0000,HENNESSY AIRPORT,11751 SE HEAD AVE  ARCADIA FL 34266,,Active,FL000233,26FD,Private,Private,27.05116666,-81.84813888,,AIRPORT,-9111270.706216156,3130463.5099338396
DEEP FOREST AIRPORT,3702 SANS PAREIL ST,JACKSONVILLE,32256,DUVAL,-81.45005086,30.24463813,17R MP 56700 45979,,1677714000R,DEEP FOREST AIRPORT,"CATHEY, JOHN P.O. BOX 16771  JACKSONVILLE FL 32245",,Active,FL000454,FD48,Private,Private,30.24098611,-81.44990277,,AIRPORT,-9066978.186350409,3535034.71297541
MAYPORT NS (ADM DAVID L. MCDONALD FIELD),MAYPORT RD,JACKSONVILLE,32227,DUVAL,-81.42369794,30.39190653,17R MP 59296 62289,FEDERAL,1682950000R,MAYPORT NS (ADM DAVID L. MCDONALD FIELD),BASE OPERATIONS 904-270-6130 U.S. NAVY MAYPORT FL ,,Active,FL000568,NRB,Private,Military Navy,30.39190555,-81.42369722,,AIRPORT,-9064044.593496019,3554025.9006865527
JACKSONVILLE NAS /TOWERS FIELD/, ,JACKSONVILLE,32212,DUVAL,-81.67236509,30.23701506,17R MP 35305 45240,FEDERAL,0984050000R,JACKSONVILLE NAS /TOWERS FIELD/,BASE OPERATIONS 904-542-2511 U.S. NAVY JACKSONVILLE FL ,,Active,FL000461,NIP,Private,Military Navy,30.23468333,-81.67648333,,AIRPORT,-9091726.093752341,3534052.4455807656
WHITEHOUSE NOLF,N HALSEMA RD,JACKSONVILLE,32220,DUVAL,-81.87852181,30.35302125,17R MP 15568 58231,,0013610000R,WHITEHOUSE NOLF,QUARTERDECK 904-270-5401 U.S. NAVY JACKSONVILLE FL ,,Active,FL000462,NEN,Private,Military Navy,30.35023888,-81.88316111,,AIRPORT,-9114675.354993187,3549008.6238357183
RIVERGATE LANDING, , , ,DUVAL,-81.67280123,30.15873638,17R MP 35212 36565,,,RIVERGATE LANDING,"GREEN, ALAN 12918 RIVERPLACE COURT  JACKSONVILLE FL 32223",,Active,FL000993,,Private,Private,30.15869444,-81.67294444,,AIRPORT,-9091774.644694384,3523970.28681535
SAUFLEY FIELD NOLF, ,PENSACOLA,32526,ESCAMBIA,-87.34111465,30.47020571,16R DU 67256 70939,,361S311100000000,SAUFLEY FIELD NOLF,OPERATIONS CENTER 850-623-7333 U.S. NAVY PENSACOLA FL ,,Active,FL001020,NUN,Private,Military Navy,30.46972222,-87.33805555,,AIRPORT,-9722768.407830168,3564134.726725315
MCKINNON AIRPARK,6001 S HWY 99,WALNUT HILL,32568,ESCAMBIA,-87.47421854,30.81569019,16R DV 54641 09272,,314N324100000001,MCKINNON AIRPARK,"SIMARD, THOMAS 6001 SOUTH HIGHWAY 99  WALNUT HILL FL 32568",,Active,FL000798,48FL,Private,Private,30.81407499,-87.47498055,,AIRPORT,-9737585.465361224,3608836.068054447
COLLIER PINE BARREN AIRPORT, ,MC DAVID,32568,ESCAMBIA,-87.35824267,30.8267346,16R DV 65738 10454,,284N313301003001,COLLIER PINE BARREN AIRPORT,"COLLIER, NEAL 3251 SOUTH PINE BARREN ROAD  MCDAVID FL 32568",,Active,FL000290,FD89,Private,Private,30.82713055,-87.35831111,,AIRPORT,-9724675.090495616,3610267.717249378
PENSACOLA NAS / FORREST SHERMAN FIELD,PENSACOLA NAS,PENSACOLA,32508,ESCAMBIA,-87.31723828,30.34969126,16R DU 69510 57577,,013S311000000002,PENSACOLA NAS / FORREST SHERMAN FIELD,OPERATIONS CENTER 850-452-3100 U.S. NAVY PENSACOLA FL ,,Active,FL001021,NPA,Private,Military Navy,30.35297777,-87.32024999,,AIRPORT,-9720110.502608476,3548579.05595437
DOG ISLAND AIRPORT,BEACH ROAD ,CARRABELLE,32322,FRANKLIN,-84.58797045,29.80953057,16R GU 33112 00120,,,DOG ISLAND AIRPORT,"CANNON, RANDY HC 63, BOX 5037  CARRABELLE FL 32322",,Active,FL000287,FA43,Private,Private,29.80978055,-84.58809444,,AIRPORT,-9416289.797570884,3479090.1947445795
WATSON FARM AIRPORT, , , ,GADSDEN,-84.64166667,30.61194444,16R GU 26078 88967,,,WATSON FARM AIRPORT,"WATSON, DAVID 3403 SOLOMON DAIRY ROAD  QUINCY FL 32352",,Active,FL000786,49FD,Private,Private,30.61194444,-84.64166666,,AIRPORT,-9422267.23324744,3582454.626677281
RUTTEN DUSTING STRIP, ,HAVANA,32333,GADSDEN,-84.36902572,30.67887791,16R GU 52049 96968,,2-07-3N-1W-0000-00121-0000,RUTTEN DUSTING STRIP,"RUTTEN, LOUIS ""DANNY"" 1836 CONCORD BAINBRIDGE ROAD  HAVANA FL 32333",,Active,FL000425,FD55,Private,Private,30.67936111,-84.36907222,,AIRPORT,-9391916.982163474,3591115.1731068557
SARANAC FARM AIRPORT, , , ,GADSDEN,-84.47472222,30.6525,16R GU 41985 93811,,,SARANAC FARM AIRPORT,"POINT MILLIGAN ROAD, COUNTY ROAD 161  HAVANA FL N/A",,Active,FL000960,9FL2,Private,Private,30.6525,-84.47472222,,AIRPORT,-9403683.062685275,3587701.409891538
DOGWOOD  FARMS AIRPORT, , , ,GADSDEN,-84.42194444,30.59527778,16R GU 47190 87581,,,DOGWOOD  FARMS AIRPORT,"VALDENE, GUY 606 ROBIN LANE  HAVANA FL 32333",,Active,FL000426,FA26,Private,Private,30.59527777,-84.42194444,,AIRPORT,-9397807.867265211,3580299.0518195424
SAW WHET FARMS AIRPORT, ,BELL,32619,GILCHRIST,-82.87299321,29.69186128,17R LN 18782 86109,,24-09-14-0000-0008-0000,SAW WHET FARMS AIRPORT,"WORTHMANN, THOMAS 4009 COUNTY ROAD 232 WEST  BELL FL 32619",,Active,FL000247,6FL9,Private,Private,29.68988888,-82.87277777,,AIRPORT,-9225379.405034639,3464002.659300434
FOX FIELD, ,BRANFORD,32008,GILCHRIST,-82.79873608,29.88940044,17R LP 26309 07889,,10-07-15-0000-0010-0010,FOX FIELD,"MANNA, RONALD 10350 NE 5TH AVENUE  BRANFORD FL 32008",,Active,FL000272,FL02,Private,Private,29.88851388,-82.79781944,,AIRPORT,-9217113.13879521,3489341.2088518217
SHADY BEND AIRPORT, ,BELL,32619,GILCHRIST,-82.92587342,29.81391612,17R LN 13890 99721,,05-08-14-0633-0000-0001,SHADY BEND AIRPORT,"CROOK, TRACY 5500 NW 72ND WAY  BELL FL 32619",,Active,FL000246,9FL5,Private,Private,29.81362499,-82.92583333,,AIRPORT,-9231266.003055364,3479652.8509277115
RUSH AIRFIELD, , , ,GILCHRIST,-82.72916667,29.69233333,17R LN 32700 85944,,,RUSH AIRFIELD,"RUSH, VIRGIL 3319 SE 40TH WAY  TRENTON FL 32693",,Active,FL001140,35FD,Private,Private,29.69233333,-82.72916666,,AIRPORT,-9209368.707087431,3464063.150363429
FLYING HARNESS FARM AIRPORT,SW 22 CT/AIRSTRIP,BELL,32619,GILCHRIST,-82.84411169,29.71956996,17R LN 21625 89135,,07-09-15-0000-0002-0010,FLYING HARNESS FARM AIRPORT,1710 SW 15TH STREET  BELL FL 32619,,Active,FL000249,37FL,Private,Private,29.71944444,-82.84406944,,AIRPORT,-9222164.328296017,3467553.8676001574
LYKES MOORE HAVEN AIRPORT, , , ,GLADES,-81.14007639,26.87816083,17R MK 86087 72948,,,LYKES MOORE HAVEN AIRPORT,"ZAHN, WAYNE 106 SW CR 721  OKEECHOBEE FL 34974",,Active,FL001149,,Private,Private,26.87816083,-81.14007638,,AIRPORT,-9032471.986525152,3108257.7844918356
FLYING L AIRPORT, , , ,GLADES,-81.525,26.79777778,17R MK 47818 64145,,,FLYING L AIRPORT,"LUMLEY, WILLIAM 7320 SKYLINE DRIVE  DELRAY BEACH FL 33446",,Active,FL000891,,Private,Private,26.79777777,-81.525,,AIRPORT,-9075321.486941049,3098229.3927002023
LYKES SILVER LAKE PRIVATE AIRPORT, , , ,GLADES,-81.56244444,26.91916667,17R MK 44156 77606,,,LYKES SILVER LAKE PRIVATE AIRPORT,"ZAHN, WAYNE 106 SW CR 721  OKEECHOBEE FL 34974",,Active,FL001287,,Private,Private,26.91916666,-81.56244444,,AIRPORT,-9079489.783365011,3113376.316983085
