Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
CORAL WAY K-8 CENTER,1950 SW 13TH AVE,MIAMI,33145,MIAMI-DADE,"-80.21760068,25.75373098",17R NJ 78464 48644,C,0141110000040,PUBLIC SCHOOL,-8929782.460708823,2968611.303890092
LINCOLN-MARTI CHARTER SCHOOL - LITTLE HAVANA CAMPUS,970 W FLAGLER ST,MIAMI,33130,MIAMI-DADE,"-80.21079439,25.77320559",17R NJ 79134 50805, ,0141380031110,PUBLIC SCHOOL,-8929024.787674695,2971018.490891421
EVERGLADES K-8 CENTER,8375 SW 16TH ST,MIAMI,33144,MIAMI-DADE,"-80.33107495,25.75580981",17R NJ 67083 48811,C,3040100120330,PUBLIC SCHOOL,-8942414.358476017,2968868.241913957
EMERSON ELEMENTARY SCHOOL,8001 SW 36TH ST,MIAMI,33155,MIAMI-DADE,"-80.32440314,25.73719096",17R NJ 67762 46753,C,3040150000450,PUBLIC SCHOOL,-8941671.655580273,2966567.160623545
MIAMI EDISON SOUTH HIGH SCHOOL,6161 NW 5TH CT,MIAMI,33127,MIAMI-DADE,"-80.20469401,25.83167572",17R NJ 79707 57284,C,0131130880010,PUBLIC SCHOOL,-8928345.696721857,2978248.152328946
HENRY H. FILER MIDDLE SCHOOL,531 W 29TH ST,HIALEAH,33012,MIAMI-DADE,"-80.29338997,25.84881760",17R NJ 70807 59131,C,0430120230010,PUBLIC SCHOOL,-8938219.285717234,2980368.3721033563
LAWRENCE ACADEMY,777 W PALM DR,HOMESTEAD,33034,MIAMI-DADE,"-80.48903100,25.44716311",17R NJ 51373 14561, ,1678250000360,PUBLIC SCHOOL,-8959997.945456373,2930769.2823214224
J.W. JOHNSON ELEMENTARY(VPK),735 W 23RD ST,HIALEAH,33010,MIAMI-DADE,"-80.29721427,25.84296411",17R NJ 70427 58481,,,PUBLIC SCHOOL,-8938645.004374273,2979644.3403777536
EARLY BEGINNINGS ACADEMY CIVIC CENTER,1411 NW 14TH AVE,MIAMI,33125,MIAMI-DADE,"-80.21829163,25.78805394",17R NJ 78372 52445,C,0131350640010,PUBLIC SCHOOL,-8929859.37666813,2972854.1083200197
DADE COUNTY SUPERINTENDENT'S OFFICE,1450 NE 2ND AVE STE 912,MIAMI,33132,MIAMI-DADE,"-80.19104870,25.78893699",17R NJ 81103 52559,C,0131360610010,PUBLIC SCHOOL,-8926826.707462223,2972963.282532761
MIAMI COMMUNITY CHARTER SCHOOL,101 S REDLAND RD,HOMESTEAD,33034,MIAMI-DADE,"-80.49272332,25.44665324",17R NJ 51002 14503, ,1678240160110,PUBLIC SCHOOL,-8960408.972553086,2930706.425907484
SKYWAY ELEMENTARY SCHOOL,4555 NW 206TH TER,OPA LOCKA,33055,MIAMI-DADE,"-80.27769868,25.96161965",17R NJ 72310 71633,C,3411320070220,PUBLIC SCHOOL,-8936472.53908105,2994328.1484052646
SANDOR WIENER SCHOOL,20000 NW 47TH AVE STE 7,OPA LOCKA,33055,MIAMI-DADE,"-80.27971062,25.95603115",17R NJ 72112 71012,C,3011310010030,PUBLIC SCHOOL,-8936696.507520815,2993636.2313232
PINECREST ACADEMY SOUTH CHARTER SCHOOL,15130 SW 80TH ST,MIAMI,33193,MIAMI-DADE,"-80.43718174,25.69095240",17R NJ 56472 41579, ,3049330020021,PUBLIC SCHOOL,-8954226.112152228,2960854.150261243
EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL,2251 E MOWRY DR,HOMESTEAD, ,MIAMI-DADE,"-80.44518881,25.47210798",17R NJ 55770 17341,,,PUBLIC SCHOOL,-8955117.455556434,2933844.801255081
TERRA ENVIRONMENTAL RESEARCH INSTITUTE,11005 SW 84TH ST,MIAMI,33173,MIAMI-DADE,"-80.36950536,25.69286154",17R NJ 63262 41821,C,3040310000080,PUBLIC SCHOOL,-8946692.411504747,2961089.990739358
MIAMI SUNSET HIGH SCHOOL,13125 SW 72ND ST,MIAMI,33183,MIAMI-DADE,"-80.40513832,25.70160569",17R NJ 59682 42773,C,3049260000021,PUBLIC SCHOOL,-8950659.054912573,2962170.221955277
MIAMI-DADE COMMUNITY COLLEGE - NORTH CAMPUS,11380 NW 27TH AVE,MIAMI,33167,MIAMI-DADE,"-80.24632662,25.87698478",17R NJ 75505 62277,D,3021330010020,PUBLIC SCHOOL,-8932980.21729676,2983852.942093358
YOUTH CO-OP CHARTER SCHOOL,12051 W OKEECHOBEE RD,HIALEAH,33018,MIAMI-DADE,"-80.36046571,25.88354629",17R NJ 64066 62943, ,2720320020021,PUBLIC SCHOOL,-8945686.123198964,2984664.7876611855
MIAMI CAROL CITY HIGH SCHOOL,3301 MIAMI GARDENS DR,MIAMI GARDENS,33056,MIAMI-DADE,"-80.25733670,25.94127611",17R NJ 74362 69391,C,3421040100010,PUBLIC SCHOOL,-8934205.854118446,2991809.554293805
ASPIRA RAUL ARNALDO MARTINEZ CHARTER SCHOOL,13300 MEMORIAL HWY,MIAMI,33161,MIAMI-DADE,"-80.19431440,25.89786452",17R NJ 80702 64620, ,3022300000014,PUBLIC SCHOOL,-8927190.2434308,2986436.5158856595
MIAMI SPRINGS ELEMENTARY SCHOOL,51 PARK ST,MIAMI,33166,MIAMI-DADE,"-80.28465981,25.82345875",17R NJ 71697 56328,C,0531190070010,PUBLIC SCHOOL,-8937247.448440868,2977231.9328724607
SOMERSET ACADEMY CHARTER HIGH SCHOOL,23255 SW 115TH AVE,HOMESTEAD,33032,MIAMI-DADE,"-80.37787902,25.55092620",17R NJ 62495 26099, ,3060190133545,PUBLIC SCHOOL,-8947624.56382113,2943566.703523246
HIALEAH GARDENS MIDDLE SCHOOL,11690 NW 92ND AVE,HIALEAH,33018,MIAMI-DADE,"-80.34842959,25.88010669",17R NJ 65274 62568,C,2720330010335,PUBLIC SCHOOL,-8944346.26756867,2984239.2051412403
THENA CROWDER ELEMENTARY SCHOOL,757 NW 66 ST,MIAMI,33150,MIAMI-DADE,"-80.20989513,25.83559489",17R NJ 79183 57715,C,0131140362660,PUBLIC SCHOOL,-8928924.682679864,2978732.8734187363
LIBERTY CITY ELEMENTARY SCHOOL,1855 NW 71ST ST,MIAMI,33147,MIAMI-DADE,"-80.22816875,25.83940315",17R NJ 77349 58126,C,3031100000180,PUBLIC SCHOOL,-8930958.892000861,2979203.893382345
MURIEL & ARNOLD ROSEN EDUCATIONAL COMPLEX,137 NE 19TH ST,MIAMI,33132,MIAMI-DADE,"-80.19208025,25.79495225",17R NJ 80996 53224,,,PUBLIC SCHOOL,-8926941.538665041,2973706.9855743074
NORTH MIAMI SENIOR HIGH SCHOOL,13110 NE 8TH AVE,MIAMI,33161,MIAMI-DADE,"-80.18315629,25.89668903",17R NJ 81820 64497,C,0622300130050,PUBLIC SCHOOL,-8925948.128055403,2986291.053807784
CARRIE P. MEEK/WESTVIEW ELEMENTARY SCHOOL,2101 NW 127TH ST,MIAMI,33167,MIAMI-DADE,"-80.23443950,25.89055880",17R NJ 76687 63787,C,3021270000140,PUBLIC SCHOOL,-8931656.949764472,2985532.484458295
MATER GARDENS ACADEMY,9010 NW 178TH LN,HIALEAH,33015,MIAMI-DADE,"-80.34909656,25.93555155",17R NJ 65177 68708,C,3020090083310,PUBLIC SCHOOL,-8944420.514753666,2991100.9143185597
JOSE MARTI MIDDLE SCHOOL,5701 W 24TH AVE,HIALEAH,33016,MIAMI-DADE,"-80.32997763,25.87442351",17R NJ 67126 61948,C,0420340010741,PUBLIC SCHOOL,-8942292.205273537,2983536.0517482557
DORAL ACADEMY CHARTER HIGH SCHOOL,11100 NW 27TH ST,MIAMI,33172,MIAMI-DADE,"-80.37510246,25.79827347",17R NJ 62645 53492, ,3530300050010,PUBLIC SCHOOL,-8947315.47800982,2974117.6245905263
SOUTH DADE SENIOR HIGH SCHOOL,28401 SW 167TH AVE,HOMESTEAD,33033,MIAMI-DADE,"-80.45974742,25.50134733",17R NJ 54293 20573,C,3079050000180,PUBLIC SCHOOL,-8956738.112490088,2937450.6104154782
SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,18491 SW 134TH AVE,MIAMI,33177,MIAMI-DADE,"-80.40837641,25.59536778",17R NJ 59410 31007,C,3069020261450,PUBLIC SCHOOL,-8951019.517367896,2949051.2081324407
CHARLES DAVID WYCHE JR ELEMENTARY  SCHOOL,5241 NW 195TH DR,OPA LOCKA,33055,MIAMI-DADE,"-80.28783863,25.95006672",17R NJ 71302 70347,C,3021060141680,PUBLIC SCHOOL,-8937601.313632164,2992897.8058455093
RUBEN DARIO MIDDLE SCHOOL,350 NW 97TH AVE,MIAMI,33172,MIAMI-DADE,"-80.35480001,25.77140000",17R NJ 64695 50526,C,3040050110020,PUBLIC SCHOOL,-8945055.420396032,2970795.2924321764
MIAMI KILLIAN HIGH SCHOOL,10655 SW 97TH AVE,MIAMI,33176,MIAMI-DADE,"-80.35070001,25.66999998",17R NJ 65161 39299,C,3050090000390,PUBLIC SCHOOL,-8944599.009467375,2958266.103110609
SHENANDOAH ELEMENTARY SCHOOL,1023 SW 21ST AVE,MIAMI,33135,MIAMI-DADE,"-80.22810284,25.76208888",17R NJ 77406 49563,C,0141100030010,PUBLIC SCHOOL,-8930951.555554243,2969644.345863794
MIAMI GARDENS ELEMENTARY SCHOOL,4444 NW 195TH ST,OPA LOCKA,33055,MIAMI-DADE,"-80.27511290,25.95010491",17R NJ 72576 70359,C,3421050065290,PUBLIC SCHOOL,-8936184.691024223,2992902.534070738
AVENTURA CITY OF EXCELLENCE SCHOOL,3333 NE 188TH ST,MIAMI,33180,MIAMI-DADE,"-80.13639548,25.94998524",17R NJ 86466 70430,M,2822030000290,PUBLIC SCHOOL,-8920742.738563249,2992887.719043134
BISCAYNE GARDENS ELEMENTARY SCHOOL,560 NW 151ST ST,MIAMI,33168,MIAMI-DADE,"-80.20912636,25.91282081",17R NJ 79208 66268,C,3021240000020,PUBLIC SCHOOL,-8928839.103076799,2988287.4279822684
SOMERSET ACADEMY CHARTER HIGH SCHOOL,23255 SW 115TH AVE,HOMESTEAD,33032,MIAMI-DADE,"-80.37787902,25.55092620",17R NJ 62495 26099, ,3060190133545,PUBLIC SCHOOL,-8947624.56382113,2943566.703523246
LEEWOOD ELEMENTARY SCHOOL,10343 SW 124TH ST,MIAMI,33176,MIAMI-DADE,"-80.36158859,25.65462652",17R NJ 64077 37591,C,3050170000280,PUBLIC SCHOOL,-8945811.121322097,2956367.458554358
BRIDGEPREP ACADEMY SOUTH,9200 SW 107th Ave,Miami,33176,MIAMI-DADE,"-80.36924256,25.68225237",17R NJ 63294 40647,,,PUBLIC SCHOOL,-8946663.156909468,2959779.4661050225
CITRUS GROVE ELEMENTARY SCHOOL,2121 NW 5TH ST,MIAMI,33125,MIAMI-DADE,"-80.23006818,25.77854906",17R NJ 77198 51385,C,0141030560010,PUBLIC SCHOOL,-8931170.336303981,2971679.048233759
POINCIANA PARK ELEMENTARY SCHOOL,6745 NW 23RD AVE,MIAMI,33147,MIAMI-DADE,"-80.23492842,25.83656523",17R NJ 76673 57807,C,3031150000140,PUBLIC SCHOOL,-8931711.37579904,2978852.887842153
NORLAND MIDDLE SCHOOL,1235 NW 192ND TER,MIAMI,33169,MIAMI-DADE,"-80.22329537,25.95132153",17R NJ 77764 70523,C,3421020000031,PUBLIC SCHOOL,-8930416.390253587,2993053.1540175914
KINLOCH PARK ELEMENTARY SCHOOL,4275 NW 1ST ST,MIAMI,33126,MIAMI-DADE,"-80.26522296,25.77298004",17R NJ 73676 50748,C,0141050270010,PUBLIC SCHOOL,-8935083.748647464,2970990.609479399
SPRINGVIEW ELEMENTARY SCHOOL,1122 BLUEBIRD AVE,MIAMI,33166,MIAMI-DADE,"-80.30244097,25.83302849",17R NJ 69909 57378,C,0530130010860,PUBLIC SCHOOL,-8939226.838373119,2978415.4612112525
ASPIRA EUGENIO MARIA DE HOSTOS YOUTH LEADERSHIP CHARTER SCHOOL,1 NE 19TH ST,MIAMI,33132,MIAMI-DADE,"-80.19434734,25.79493980",17R NJ 80768 53222, ,0131360020340,PUBLIC SCHOOL,-8927193.910423154,2973705.4466033652
MIAMI CHILDREN'S MUSEUM,980 MCARTHUR CAUSEWAY,MIAMI,33132,MIAMI-DADE,"-80.17390785,25.78529715",17R NJ 82824 52166,,0132310000014,PUBLIC SCHOOL,-8924918.597029423,2972513.2851491263
D.A. DORSEY EDUCATIONAL CENTER,7100 NW 17TH AVE,MIAMI,33147,MIAMI-DADE,"-80.22586177,25.83956567",17R NJ 77580 58145,C,3031100000180,PUBLIC SCHOOL,-8930702.080562014,2979223.9946662635
ACADEMIR CHARTER MIDDLE SCHOOL,10601 SW 48TH ST,MIAMI, ,MIAMI-DADE,"-80.36643843,25.72343175",17R NJ 63553 45208,,,PUBLIC SCHOOL,-8946351.002420666,2964866.9073816366
WINSTON PARK K-8 CENTER,13200 SW 79TH ST,MIAMI,33183,MIAMI-DADE,"-80.40637909,25.69539156",17R NJ 59561 42084,C,3049350111820,PUBLIC SCHOOL,-8950797.177229734,2961402.5356655805
MATER ACADEMY LAKES SENIOR HIGH,17300 NW 87TH AVE,HIALEAH,33018,MIAMI-DADE,"-80.34246942,25.93107478",17R NJ 65843 68216, ,3020090010531,PUBLIC SCHOOL,-8943682.78465311,2990546.7608996145
BRENTWOOD ELEMENTARY SCHOOL,3101 NW 191ST ST,OPA LOCKA,33056,MIAMI-DADE,"-80.25273255,25.94836862",17R NJ 74818 70179,C,3421040010040,PUBLIC SCHOOL,-8933693.322631871,2992687.579432789
AMIKIDS MIAMI-DADE NORTH,2701 NE 151ST ST,MIAMI,33181,MIAMI-DADE,"-80.14445415,25.91575208",17R NJ 85683 66633,,,PUBLIC SCHOOL,-8921639.825557392,2988650.2136763954
LINDA LENTIN K-8 CENTER,14312 NE 2ND CT,MIAMI,33161,MIAMI-DADE,"-80.19434217,25.90735312",17R NJ 80693 65671,C,3022190001210,PUBLIC SCHOOL,-8927193.334315404,2987610.7486323174
SOMERSET GABLES ACADEMY ,5859 SW 16TH ST,WEST MIAMI,33155,MIAMI-DADE,"-80.29063262,25.75653369",17R NJ 71138 48913,,,PUBLIC SCHOOL,-8937912.33866325,2968957.712767741
PALM SPRINGS MIDDLE SCHOOL,1025 W 56TH ST,HIALEAH,33012,MIAMI-DADE,"-80.30496221,25.87389239",17R NJ 69632 61902,C,0420360010520,PUBLIC SCHOOL,-8939507.501729457,2983470.340365704
HAMMOCKS MIDDLE SCHOOL,9889 HAMMOCKS BLVD,MIAMI,33196,MIAMI-DADE,"-80.44224330,25.67422530",17R NJ 55972 39725,C,3059040080010,PUBLIC SCHOOL,-8954789.562915022,2958787.9794585877
BEN SHEPPARD ELEMENTARY SCHOOL,5700 W 24TH AVE,HIALEAH,33016,MIAMI-DADE,"-80.33210561,25.87438271",17R NJ 66913 61942,C,0420340010430,PUBLIC SCHOOL,-8942529.09129712,2983531.0046456126
BEL-AIRE ELEMENTARY SCHOOL,10205 SW 194TH ST,MIAMI,33157,MIAMI-DADE,"-80.35569608,25.58801422",17R NJ 64704 30217,C,3660050130010,PUBLIC SCHOOL,-8945155.170496123,2948143.57006948
THE THEODORE R.  AND THELMA A. GIBSON CHARTER SCHOOL,1698 NW 4TH AVE,MIAMI,33136,MIAMI-DADE,"-80.20231712,25.79113471",17R NJ 79972 52795, ,0131360620030,PUBLIC SCHOOL,-8928081.102351509,2973234.995563457
RENAISSANCE MIDDLE CHARTER SCHOOL,8360 NW 33RD ST,MIAMI,33122,MIAMI-DADE,"-80.33211501,25.80402221",17R NJ 66951 54150, ,3530270560010,PUBLIC SCHOOL,-8942530.136952167,2974828.4324459992
TWIN LAKES ELEMENTARY SCHOOL,6735 W 5TH PL,HIALEAH,33012,MIAMI-DADE,"-80.29421115,25.88308285",17R NJ 70704 62926,C,0420360072190,PUBLIC SCHOOL,-8938310.698535778,2984607.4448314654
AUBURNDALE ELEMENTARY PLC -H1,3255 SW 6TH ST,MIAMI,33135,MIAMI-DADE,,,,,PUBLIC SCHOOL,-8933460.898923483,2970276.6020697337
LAWRENCE ACADEMY SENIOR HIGH CHARTER SCHOOL,530 SW 1ST ST,FLORIDA CITY, ,MIAMI-DADE,"-80.48409161,25.44702633",17R NJ 51870 14548,,,PUBLIC SCHOOL,-8959448.094915006,2930752.4195525525
MATER ACADEMY CHARTER ELEMENTARY,8003 NW 103RD ST,HIALEAH GARDENS,33016,MIAMI-DADE,"-80.32781810,25.86912388",17R NJ 67345 61362, ,2730030010020,PUBLIC SCHOOL,-8942051.807499764,2982880.384852017
GOLDEN GLADES ELEMENTARY SCHOOL,16520 NW 28TH AVE,OPA LOCKA,33054,MIAMI-DADE,"-80.24750000,25.92480002",17R NJ 75357 67572,C,3421160000010,PUBLIC SCHOOL,-8933110.837234246,2989770.080980905
NATURAL BRIDGE ELEMENTARY SCHOOL,1650 NE 141ST ST,MIAMI,33181,MIAMI-DADE,"-80.16507152,25.90510022",17R NJ 83626 65440,,0622200140162,PUBLIC SCHOOL,-8923934.941056786,2987331.938858399
MATER ACADEMY CHARTER HIGH SCHOOL,7901 NW 103RD ST,HIALEAH  GARDENS,33016,MIAMI-DADE,"-80.32569929,25.86845231",17R NJ 67558 61289, ,2730030010020,PUBLIC SCHOOL,-8941815.94300632,2982797.299442724
IRVING & BEATRICE PESKOE K-8 CENTER,29035 SW 144 AVE,HOMESTEAD,33033,MIAMI-DADE,"-80.42379644,25.49688948",17R NJ 57909 20094,,3079030000180,PUBLIC SCHOOL,-8952736.067838432,2936900.809901622
FULFORD ELEMENTARY SCHOOL,16140 NE 18TH AVE,MIAMI,33162,MIAMI-DADE,"-80.16456058,25.92355255",17R NJ 83664 67484,C,0722170050620,PUBLIC SCHOOL,-8923878.063184926,2989615.6763941036
KENDALE ELEMENTARY SCHOOL,10693 SW 93RD ST,MIAMI,33176,MIAMI-DADE,"-80.36649999,25.68289999",17R NJ 63569 40720,C,3050050041640,PUBLIC SCHOOL,-8946357.85556431,2959859.4611040577
SHENANDOAH MIDDLE SCHOOL,1950 SW 19TH ST,MIAMI,33145,MIAMI-DADE,"-80.22719076,25.75421124",17R NJ 77502 48691,C,0141100490010,PUBLIC SCHOOL,-8930850.022744922,2968670.661956945
JOSE DE DIEGO MIDDLE SCHOOL,3100 NW 5TH AVE,MIAMI,33127,MIAMI-DADE,"-80.20413752,25.80580291",17R NJ 79780 54419,C,0131250660010,PUBLIC SCHOOL,-8928283.748272963,2975048.614580839
ARCH CREEK ELEMENTARY SCHOOL,702 NE 137TH ST,MIAMI,33161,MIAMI-DADE,"-80.18455938,25.90092433",17R NJ 81677 64965,C,0622190070230,PUBLIC SCHOOL,-8926104.320116797,2986815.1626482485
HIALEAH CHURCH OF CHRIST,7700 W 20 AVE,HIALEAH,33016,MIAMI-DADE,"-80.32527118,25.89343054",17R NJ 67587 64055,,,PUBLIC SCHOOL,-8941768.285157599,2985887.8357171793
KENWOOD K-8 CENTER,9300 SW 79TH AVE,MIAMI,33156,MIAMI-DADE,"-80.32442265,25.68484692",17R NJ 67790 40956,C,3050030060030,PUBLIC SCHOOL,-8941673.828155013,2960099.9536749986
SOMERSET ACADEMY,5876 SW 68TH ST,MIAMI,33143,MIAMI-DADE,"-80.28932000,25.70774924",17R NJ 71299 43511, ,0940250281400,PUBLIC SCHOOL,-8937766.21905411,2962929.229452809
BOB GRAHAM EDUCATION CENTER PLC - SOUTH CAMPUS,8875 NW 143RD ST,HIALEAH,33018,MIAMI-DADE,"-80.34395147,25.90372363",17R NJ 65710 65186,,3220210231530,PUBLIC SCHOOL,-8943847.765660923,2987161.580232478
CUTLER RIDGE MIDDLE SCHOOL,19400 GULFSTREAM RD,MIAMI,33157,MIAMI-DADE,"-80.34899999,25.58699998",17R NJ 65377 30108,C,3660050082270,PUBLIC SCHOOL,-8944409.764691701,2948018.38863508
HIGHLAND OAKS MIDDLE SCHOOL,2375 NE 203RD ST,MIAMI,33180,MIAMI-DADE,"-80.15420381,25.96399463",17R NJ 84673 71970,C,3012330000220,PUBLIC SCHOOL,-8922725.15266163,2994622.207416609
AMELIA EARHART ELEMENTARY SCHOOL,5987 E 7TH AVE,HIALEAH,33013,MIAMI-DADE,"-80.26831459,25.87693964",17R NJ 73302 62260,C,0421320010020,PUBLIC SCHOOL,-8935427.90741307,2983847.3569452334
SOUTH HIALEAH ELEMENTARY SCHOOL,265 E 5TH ST,HIALEAH,33010,MIAMI-DADE,"-80.27641371,25.82677080",17R NJ 72521 56699,C,0431180012680,PUBLIC SCHOOL,-8936329.496582465,2977641.5363748553
CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH,28205 SW 124TH PL,HOMESTEAD, ,MIAMI-DADE,"-80.39226255,25.50557696",17R NJ 61074 21070,,,PUBLIC SCHOOL,-8949225.731038952,2937972.282522081
MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,1501 BISCAYNE BLVD STE 100,MIAMI,33132,MIAMI-DADE,"-80.18864249,25.78994658",17R NJ 81344 52672,C,0132310070080,PUBLIC SCHOOL,-8926558.84939759,2973088.1013194374
MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,1501 BISCAYNE BLVD STE 100,MIAMI,33132,MIAMI-DADE,"-80.18864249,25.78994658",17R NJ 81344 52672,C,0132310070080,PUBLIC SCHOOL,-8926558.84939759,2973088.1013194374
WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL,10151 NW 19TH AVE,MIAMI,33147,MIAMI-DADE,"-80.22915712,25.86661035",17R NJ 77232 61138,C,3031030000020,PUBLIC SCHOOL,-8931068.917221684,2982569.422326242
DR BOWMAN ASHE-DOOLIN PLC_N ,16251 SW 72ND ST,MIAMI-DADE,33193,MIAMI-DADE,,,,,PUBLIC SCHOOL,-8956230.537312215,2961852.3408999117
THE SEED SCHOOL OF MIAMI,15800 NW 42ND AVE,OPA LOCKA,33054,MIAMI-DADE,"-80.27177452,25.91739912",17R NJ 72931 66738, ,3421170010010,PUBLIC SCHOOL,-8935813.06417678,2988854.062455694
SOMERSET ACADEMY CHARTER HIGH SCHOOL,23255 SW 115TH AVE,HOMESTEAD,33032,MIAMI-DADE,"-80.37787902,25.55092620",17R NJ 62495 26099, ,3060190133545,PUBLIC SCHOOL,-8947624.56382113,2943566.703523246
GREEN SPRINGS HIGH SCHOOL,3555 NW 7TH ST,MIAMI,33125,MIAMI-DADE,"-80.25273306,25.77933597",17R NJ 74925 51459,C,0131330490030,PUBLIC SCHOOL,-8933693.379152566,2971776.3273482863
INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,2480 SW 8TH ST,MIAMI,33135,MIAMI-DADE,"-80.23643480,25.76506278",17R NJ 76568 49888, ,0141100620010,PUBLIC SCHOOL,-8931879.064595977,2970011.938842674
CUTLER RIDGE ELEMENTARY SCHOOL,20210 CORAL SEA RD,MIAMI,33189,MIAMI-DADE,"-80.35389999,25.57929998",17R NJ 64889 29253,C,3660080000011,PUBLIC SCHOOL,-8944955.230293518,2947068.0572389667
MIAMI SOUTHRIDGE SENIOR HIGH SCHOOL,19355 SW 114TH AVE,MIAMI,33157,MIAMI-DADE,"-80.37570001,25.58650001",17R NJ 62696 30040,C,3060060040010,PUBLIC SCHOOL,-8947381.996814579,2947956.6796473293
W. R. THOMAS MIDDLE SCHOOL,13001 SW 26TH ST,MIAMI,33175,MIAMI-DADE,"-80.40720001,25.74700001",17R NJ 59453 47799,C,3049110000080,PUBLIC SCHOOL,-8950709.51823489,2967506.8828950687
VAN E. BLANTON ELEMENTARY SCHOOL,10327 NW 11TH AVE,MIAMI,33150,MIAMI-DADE,"-80.21575011,25.86983751",17R NJ 78573 61503,C,3021350000180,PUBLIC SCHOOL,-8929576.455523446,2982968.6727597215
MATER ACADEMY LAKES MIDDLE SCHOOL,17300 NW 87TH AVE,HIALEAH,33018,MIAMI-DADE,"-80.34524377,25.93109660",17R NJ 65565 68217,,3020090010530,PUBLIC SCHOOL,-8943991.623912146,2990549.4619306456
RIVER CITIES COMMUNITY CHARTER SCHOOL,3405 NW 27TH AVE,MIAMI,33142,MIAMI-DADE,"-80.23990900,25.80749333",17R NJ 76193 54585, ,0131270010880,PUBLIC SCHOOL,-8932265.811244888,2975257.637307811
MAE M. WALTERS ELEMENTARY SCHOOL,650 W 33RD ST,HIALEAH,33012,MIAMI-DADE,"-80.29499070,25.85130948",17R NJ 70645 59406,C,0430120020050,PUBLIC SCHOOL,-8938397.478489218,2980676.6099163666
GOULDS ELEMENTARY SCHOOL,23555 SW 112TH AVE,HOMESTEAD,33032,MIAMI-DADE,"-80.37116903,25.54891939",17R NJ 63171 25880,C,3060190000015,PUBLIC SCHOOL,-8946877.610925946,2943319.092508816
SNAPPER CREEK ELEMENTARY SCHOOL,10151 SW 64TH ST,MIAMI,33173,MIAMI-DADE,"-80.35748320,25.70973264",17R NJ 64459 43696,C,3040290030440,PUBLIC SCHOOL,-8945354.110922651,2963174.2776684733
RICHMOND ELEMENTARY SCHOOL,16929 SW 104TH AVE,MIAMI,33157,MIAMI-DADE,"-80.36070002,25.61230001",17R NJ 64189 32904,C,3050320000201,PUBLIC SCHOOL,-8945712.20609316,2951141.338322613
MIAMI CORAL PARK SENIOR HIGH SCHOOL,8865 SW 16TH ST,MIAMI,33174,MIAMI-DADE,"-80.33927451,25.75552883",17R NJ 66261 48776,C,3040090030030,PUBLIC SCHOOL,-8943327.129068777,2968833.512981923
RUTH K. BROAD-BAY HARBOR ELEMENTARY SCHOOL,1155 93RD ST,MIAMI BEACH,33154,MIAMI-DADE,"-80.13206340,25.88460244",17R NJ 86947 63191,C,1322270013250,PUBLIC SCHOOL,-8920260.494192457,2984795.466670062
SOUTH MIAMI MIDDLE SCHOOL,6750 SW 60TH ST,MIAMI,33143,MIAMI-DADE,"-80.30293135,25.71425162",17R NJ 69929 44224,C,0940260000050,PUBLIC SCHOOL,-8939281.426583871,2963732.6106855297
COCONUT PALM K-8 ACADEMY,24400 SW 124TH AVE,HOMESTEAD,33032,MIAMI-DADE,"-80.39347235,25.54151073",17R NJ 60934 25049,C,3069240001180,PUBLIC SCHOOL,-8949360.404982984,2942405.0081651877
MYRTLE GROVE ELEMENTARY SCHOOL,3125 NW 176TH ST,OPA LOCKA,33056,MIAMI-DADE,"-80.25224428,25.93467533",17R NJ 74876 68663,C,3421090021060,PUBLIC SCHOOL,-8933638.967877362,2990992.450427478
LAKE STEVENS MIDDLE SCHOOL,18484 NW 48TH PL,OPA LOCKA,33055,MIAMI-DADE,"-80.28255815,25.94114482",17R NJ 71836 69362,C,3021060040010,PUBLIC SCHOOL,-8937013.493002212,2991793.301726618
ANDOVER MIDDLE SCHOOL,121 NE 207TH ST,MIAMI,33179,MIAMI-DADE,"-80.19915284,25.96668374",17R NJ 80171 72239,C,3411360033760,PUBLIC SCHOOL,-8927728.85577581,2994955.166129397
PINEWOOD ACRES PRIVATE SCHOOL,9500 SW 97TH AVE,MIAMI,33176,MIAMI-DADE,"-80.35239679,25.68079361",17R NJ 64985 40493, ,3050050020220,PUBLIC SCHOOL,-8944787.894758172,2959599.2775139106
MIAMI LAKES ELEMENTARY PLC - L,14250 NW 67TH AVE,MIAMI LAKES,33014,MIAMI-DADE,,,,,PUBLIC SCHOOL,-8940133.145373465,2987048.9868888683
FRANCES S. TUCKER ELEMENTARY SCHOOL,3500 DOUGLAS RD,MIAMI,33133,MIAMI-DADE,"-80.25420001,25.72610001",17R NJ 74811 45563,C,0141200000120,PUBLIC SCHOOL,-8933856.678589957,2965196.614722317
